Date,Open,High,Low,Close,Adj Close,Volume
2020-02-27,122.91,125.62,121.3,121.37,121.37,23005470.0
2020-02-28,117.52,118.49,112.66,116.11,116.11,45942580.0
2020-03-02,116.63,121.58,114.46,121.52,121.52,27355446.0
2020-03-03,120.97,122.95,116.24,116.96,116.96,32547736.0
2020-03-04,118.33,120.19,114.7,119.85,119.85,25795867.0
2020-03-05,115.67,116.43,112.58,113.97,113.97,25025628.0
2020-03-06,106.26,110.32,105.02,108.08,108.08,38159405.0
2020-03-09,96.57,99.23,93.0,93.44,93.44,40352025.0
2020-03-10,99.0,101.28,94.58,100.7,100.7,31102652.0
2020-03-11,97.7,100.05,94.55,95.96,95.96,38157806.0
2020-03-12,89.59,96.96,86.32,88.05,88.05,49725233.0
2020-03-13,95.99,103.99,92.0,103.91,103.91,38543328.0
2020-03-16,85.2,93.98,84.55,88.36,88.36,38589653.0
2020-03-17,90.89,97.44,87.5,93.76,93.76,35239844.0
2020-03-18,87.67,90.79,80.36,83.89,83.89,41525568.0
2020-03-19,81.56,88.11,76.91,85.3,85.3,32175060.0
2020-03-20,86.3,89.46,82.48,83.5,83.5,30150823.0
2020-03-23,82.68,83.75,78.09,79.03,79.03,32536580.0
2020-03-24,84.9,90.1,82.9,88.43,88.43,34363160.0
2020-03-25,89.24,95.15,84.54,91.73,91.73,38111699.0
2020-03-26,94.08,98.57,93.54,98.12,98.12,29840426.0
2020-03-27,93.19,94.84,90.55,91.13,91.13,30041458.0
2020-03-30,90.65,94.09,89.3,93.5,93.5,21656933.0
2020-03-31,92.05,94.17,89.34,90.03,90.03,23379303.0
2020-04-01,85.1,86.56,83.25,84.36,84.36,28029566.0
2020-04-02,83.51,87.91,82.96,87.51,87.51,24017959.0
2020-04-03,86.0,87.48,82.77,84.05,84.05,21199448.0
2020-04-06,88.99,90.99,87.7,89.46,89.46,26820846.0
2020-04-07,94.45,94.5,90.38,90.64,90.64,22563810.0
2020-04-08,92.1,94.86,90.55,94.3,94.3,22903255.0
2020-04-09,96.92,104.39,96.89,102.76,102.76,42084666.0
2020-04-13,103.11,103.11,97.3,98.19,98.19,26911949.0
2020-04-14,101.02,102.0,93.64,95.5,95.5,46151255.0
2020-04-15,91.15,92.03,90.13,90.79,90.79,30118621.0
2020-04-16,90.23,90.57,87.05,87.33,87.33,32449619.0
2020-04-17,92.0,95.7,90.96,95.18,95.18,30191898.0
2020-04-20,92.47,94.71,90.46,91.71,91.71,23679430.0
2020-04-21,88.62,91.38,88.33,89.05,89.05,23035023.0
2020-04-22,90.69,91.87,89.18,89.34,89.34,16706026.0
2020-04-23,89.74,91.28,89.26,89.39,89.39,16638765.0
2020-04-24,90.64,91.1,88.49,90.71,90.71,15815286.0
2020-04-27,91.94,95.63,91.54,94.62,94.62,22870210.0
2020-04-28,97.81,98.36,95.03,95.29,95.29,20238900.0
2020-04-29,99.08,99.45,97.27,97.86,97.86,20462562.0
2020-04-30,95.6,96.84,94.55,95.76,95.76,19127632.0
2020-05-01,93.5,93.74,91.84,93.25,93.25,18547741.0
2020-05-04,92.02,92.67,90.8,92.14,92.14,15725875.0
2020-05-05,93.65,94.21,91.9,92.0,92.0,18064140.0
2020-05-06,92.16,92.76,89.93,90.27,90.27,20978035.0
2020-05-07,91.34,92.91,90.58,91.21,91.21,16771938.0
2020-05-08,92.8,94.08,92.11,92.7,92.7,20494915.0
2020-05-11,91.11,91.11,89.33,89.97,89.97,31907585.0
2020-05-12,90.15,90.79,86.9,87.03,87.03,27962923.0
2020-05-13,86.38,86.86,83.4,84.03,84.03,35451600.0
2020-05-14,82.72,88.11,82.4,87.52,87.52,35152452.0
2020-05-15,86.85,87.28,85.3,85.9,85.9,26099044.0
2020-05-18,88.69,91.15,87.88,90.45,90.45,30528734.0
2020-05-19,90.05,91.2,88.59,88.67,88.67,19597291.0
2020-05-20,90.71,92.39,90.37,91.33,91.33,20552362.0
2020-05-21,90.27,91.76,89.67,90.17,90.17,14621406.0
2020-05-22,90.01,90.36,88.72,89.47,89.47,13557923.0
2020-05-26,92.89,97.5,92.61,95.82,95.82,41233949.0
2020-05-27,102.07,102.58,98.8,101.37,101.37,39402040.0
2020-05-28,102.94,102.95,99.4,99.86,99.86,24738542.0
2020-05-29,98.66,99.18,96.78,97.31,97.31,26538154.0
2020-06-01,97.75,99.51,97.38,98.6,98.6,15207495.0
2020-06-02,100.28,100.42,97.93,98.93,98.93,21194963.0
2020-06-03,101.58,104.92,101.06,104.27,104.27,25941090.0
2020-06-04,103.82,106.61,102.79,106.44,106.44,26784723.0
2020-06-05,114.93,115.77,109.53,111.23,111.23,42230986.0
2020-06-08,113.41,114.19,111.94,113.45,113.45,24881791.0
2020-06-09,110.65,111.63,109.01,110.54,110.54,17031144.0
2020-06-10,110.46,110.51,105.85,106.06,106.06,24913328.0
2020-06-11,100.03,101.58,96.54,97.21,97.21,36259224.0
2020-06-12,100.71,101.13,97.33,99.87,99.87,24856764.0
2020-06-15,96.42,101.43,95.87,101.25,101.25,22153641.0
2020-06-16,105.37,105.68,99.31,102.06,102.06,22193575.0
2020-06-17,102.53,102.54,99.21,99.48,99.48,15639830.0
2020-06-18,98.67,100.52,98.13,98.94,98.94,16591911.0
2020-06-19,100.53,100.6,96.73,97.81,97.81,40371167.0
2020-06-22,97.25,97.95,96.54,96.75,96.75,16216903.0
2020-06-23,98.97,99.97,97.85,97.93,97.93,15381376.0
2020-06-24,96.75,96.84,94.31,94.66,94.66,22919784.0
2020-06-25,94.35,98.21,94.26,97.96,97.96,25743638.0
2020-06-26,95.11,95.37,92.0,92.59,92.59,41896324.0
2020-06-29,93.4,94.49,92.18,93.0,93.0,18499738.0
2020-06-30,92.83,94.66,92.57,94.06,94.06,19137010.0
2020-07-01,94.89,95.71,93.03,93.26,93.26,18755728.0
2020-07-02,94.74,94.96,91.93,92.66,92.66,27845616.0
2020-07-06,94.43,95.2,93.48,95.0,95.0,18625272.0
2020-07-07,93.82,94.1,92.0,92.32,92.32,25757203.0
2020-07-08,92.29,93.34,91.8,93.3,93.3,18762214.0
2020-07-09,93.52,94.12,90.78,91.28,91.28,25600763.0
2020-07-10,92.0,96.84,91.87,96.27,96.27,28954234.0
2020-07-13,98.73,99.27,96.23,97.65,97.65,32079211.0
2020-07-14,98.37,99.95,96.64,98.21,98.21,42731666.0
2020-07-15,100.89,101.29,98.65,99.73,99.73,22508410.0
2020-07-16,98.78,101.22,98.55,100.01,100.01,16886886.0
2020-07-17,100.0,100.08,98.14,98.16,98.16,16161547.0
2020-07-20,97.43,98.39,97.26,97.3,97.3,14458137.0
2020-07-21,97.71,100.05,97.64,99.41,99.41,17812297.0
2020-07-22,99.65,100.13,97.53,98.69,98.69,14271150.0
2020-07-23,98.5,99.35,97.97,98.98,98.98,12870184.0
2020-07-24,99.6,99.8,97.94,98.28,98.28,12744151.0
2020-07-27,97.51,97.63,96.17,96.9,96.9,11959055.0
2020-07-28,96.5,97.89,96.5,97.32,97.32,11754273.0
2020-07-29,97.07,99.71,97.0,99.68,99.68,12743520.0
2020-07-30,97.54,97.74,96.05,97.02,97.02,14834785.0
2020-07-31,96.48,96.93,95.25,96.64,96.64,14539496.0
2020-08-03,97.02,97.57,95.85,96.1,96.1,12972563.0
2020-08-04,95.91,95.95,95.03,95.55,95.55,13366154.0
2020-08-05,95.87,98.47,95.72,97.21,97.21,15349693.0
2020-08-06,97.58,98.1,96.54,97.24,97.24,10482062.0
2020-08-07,96.93,99.49,96.56,99.38,99.38,14743678.0
2020-08-10,100.11,102.04,100.03,100.64,100.64,14989853.0
2020-08-11,103.86,106.16,103.51,103.82,103.82,31518607.0
2020-08-12,106.16,106.43,101.71,102.94,102.94,19250157.0
2020-08-13,102.0,103.36,101.64,102.37,102.37,13598648.0
2020-08-14,101.5,103.31,101.42,102.41,102.41,12134360.0
2020-08-17,101.5,102.0,99.53,99.71,99.71,14987988.0
2020-08-18,99.91,99.91,98.12,98.32,98.32,13246506.0
2020-08-19,98.92,100.59,98.34,98.55,98.55,13533015.0
2020-08-20,97.26,98.03,96.8,97.37,97.37,13672577.0
2020-08-21,97.27,98.57,96.94,97.32,97.32,12228301.0
2020-08-24,98.45,100.21,97.42,100.06,100.06,17898270.0
2020-08-25,101.27,101.98,99.8,100.5,100.5,13648931.0
2020-08-26,99.94,100.27,99.05,99.09,99.09,12052437.0
2020-08-27,99.0,102.65,99.0,102.35,102.35,22163863.0
2020-08-28,103.14,103.25,101.81,102.77,102.77,13756725.0
2020-08-31,102.12,102.18,100.02,100.19,100.19,14219441.0
2020-09-01,99.55,100.87,99.04,100.14,100.14,11602053.0
2020-09-02,99.95,101.94,99.56,101.65,101.65,14475673.0
2020-09-03,103.32,104.99,100.64,101.33,101.33,23281235.0
2020-09-04,104.05,105.21,101.37,103.52,103.52,26325470.0
2020-09-08,102.98,103.57,99.48,99.92,99.92,22108612.0
2020-09-09,100.8,101.69,99.56,100.87,100.87,13434024.0
