Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,32.31,32.5,31.96,32.3,32.3,10694420.0
2020-01-03,31.71,32.1,31.26,31.52,31.52,14440378.0
2020-01-06,31.23,31.71,31.16,31.64,31.64,12585831.0
2020-01-07,31.8,32.7,31.72,32.54,32.54,13998267.0
2020-01-08,32.35,33.4,32.35,33.05,33.05,14637344.0
2020-01-09,33.53,33.54,33.0,33.22,33.22,10892335.0
2020-01-10,32.86,33.01,32.46,32.78,32.78,11156038.0
2020-01-13,32.97,33.07,32.49,32.69,32.69,11008264.0
2020-01-14,32.69,33.12,32.64,32.82,32.82,9816501.0
2020-01-15,32.99,33.51,32.95,33.23,33.23,11262325.0
2020-01-16,33.5,34.27,33.03,34.19,34.19,19919940.0
2020-01-17,33.82,34.39,33.58,34.22,34.22,19303535.0
2020-01-21,34.08,34.39,33.87,34.09,34.09,17055610.0
2020-01-22,34.29,34.54,33.96,34.02,34.02,12851777.0
2020-01-23,33.99,34.36,33.72,33.89,33.89,14887188.0
2020-01-24,34.11,34.11,32.97,33.19,33.19,12336565.0
2020-01-27,32.31,32.93,32.15,32.78,32.78,11800757.0
2020-01-28,33.06,33.66,32.85,33.42,33.42,9739386.0
2020-01-29,33.59,33.88,33.29,33.63,33.63,7582161.0
2020-01-30,32.86,33.23,32.39,33.22,33.22,12083785.0
2020-01-31,33.11,33.14,32.08,32.48,32.48,12033053.0
2020-02-03,32.56,33.24,32.45,33.07,33.07,14196194.0
2020-02-04,33.75,34.12,33.4,33.96,33.96,14598184.0
2020-02-05,34.0,34.16,33.19,33.39,33.39,20468190.0
2020-02-06,36.53,39.64,36.42,38.41,38.41,87659732.0
2020-02-07,37.63,38.15,36.84,37.03,37.03,31135081.0
2020-02-10,36.63,36.85,35.65,35.96,35.96,34860315.0
2020-02-11,36.12,36.28,35.54,35.65,35.65,14464738.0
2020-02-12,36.19,37.02,36.17,36.79,36.79,20716437.0
2020-02-13,36.43,37.32,36.21,37.16,37.16,19621434.0
2020-02-14,37.0,37.35,36.58,36.91,36.91,12210390.0
2020-02-18,36.78,38.07,36.68,38.06,38.06,16821347.0
2020-02-19,38.09,38.91,37.94,38.77,38.77,19068566.0
2020-02-20,38.76,39.06,37.96,39.05,39.05,17273369.0
2020-02-21,38.67,38.76,38.04,38.31,38.31,15326738.0
2020-02-24,36.5,36.59,35.3,35.89,35.89,25155384.0
2020-02-25,36.18,36.45,34.89,35.21,35.21,19841301.0
2020-02-26,35.28,35.82,34.44,34.63,34.63,18066349.0
2020-02-27,33.73,34.2,32.47,33.01,33.01,27234090.0
2020-02-28,31.86,33.37,31.51,33.2,33.2,33688909.0
2020-03-02,36.0,36.86,35.14,35.82,35.82,39914745.0
2020-03-03,36.02,36.48,34.41,34.93,34.93,22973059.0
2020-03-04,35.76,36.0,34.77,36.0,36.0,14980308.0
2020-03-05,35.03,35.73,34.52,34.97,34.97,14132158.0
2020-03-06,33.81,33.99,32.51,33.46,33.46,20361058.0
2020-03-09,31.81,35.36,30.62,32.46,32.46,41767571.0
