Date,Open,High,Low,Close,Adj Close,Volume
2020-03-10,33.9,34.78,33.12,34.31,34.31,27327634.0
2020-03-11,33.3,33.46,30.01,31.3,31.3,27478301.0
2020-03-12,29.08,29.69,26.7,26.78,26.78,32519482.0
2020-03-13,28.83,29.41,26.4,29.29,29.29,29059112.0
2020-03-16,26.12,28.35,23.92,24.04,24.04,28768061.0
2020-03-17,24.38,25.84,23.18,24.48,24.48,28741680.0
2020-03-18,22.95,23.49,20.0,22.0,22.0,31012723.0
2020-03-19,22.11,25.17,20.66,24.13,24.13,29980029.0
2020-03-20,24.97,25.86,23.7,23.95,23.95,28250721.0
2020-03-23,23.8,25.25,23.5,24.69,24.69,21882578.0
2020-03-24,25.79,26.46,24.13,25.85,25.85,32815915.0
2020-03-25,25.85,27.46,24.52,25.97,25.97,25738824.0
2020-03-26,26.15,27.03,25.63,26.41,26.41,20453335.0
2020-03-27,25.56,25.83,24.76,25.29,25.29,22069283.0
2020-03-30,25.25,25.94,24.6,25.59,25.59,20720844.0
2020-03-31,25.79,26.33,24.4,24.56,24.56,24993383.0
2020-04-01,23.7,24.39,23.05,23.32,23.32,20026972.0
2020-04-02,23.0,23.58,22.36,23.02,23.02,17114776.0
2020-04-03,24.1,24.32,22.75,23.09,23.09,25029710.0
2020-04-06,24.1,25.05,23.79,24.93,24.93,26014880.0
2020-04-07,25.97,26.86,25.31,25.61,25.61,25831091.0
2020-04-08,26.79,28.46,25.92,27.86,27.86,31240846.0
2020-04-09,28.48,29.05,27.28,27.77,27.77,22233208.0
2020-04-13,27.55,27.62,26.24,27.21,27.21,15059939.0
2020-04-14,28.0,28.41,27.6,27.94,27.94,13766221.0
2020-04-15,27.1,27.64,26.75,27.51,27.51,15822235.0
2020-04-16,26.86,27.17,25.96,26.55,26.55,21946564.0
2020-04-17,27.16,27.92,26.47,26.7,26.7,21129460.0
2020-04-20,26.31,27.53,26.11,27.01,27.01,16755369.0
2020-04-21,26.39,26.72,25.06,25.75,25.75,28093694.0
2020-04-22,27.0,28.5,26.45,28.44,28.44,28587496.0
2020-04-23,28.43,28.84,27.73,27.86,27.86,19019564.0
2020-04-24,27.99,28.84,27.46,28.74,28.74,15936424.0
2020-04-27,29.13,30.39,29.13,30.0,30.0,22490592.0
2020-04-28,30.4,30.45,28.57,28.79,28.79,23363980.0
2020-04-29,30.06,31.5,29.62,31.09,31.09,29568757.0
2020-04-30,28.79,30.57,28.09,28.68,28.68,68959054.0
2020-05-01,28.0,28.45,27.19,27.84,27.84,28231066.0
2020-05-04,27.6,28.42,27.39,28.23,28.23,17846258.0
2020-05-05,28.67,28.73,27.9,28.07,28.07,19221904.0
2020-05-06,28.35,28.42,27.55,27.68,27.68,15531047.0
2020-05-07,28.08,28.78,27.94,28.77,28.77,16190536.0
2020-05-08,29.09,29.97,28.74,29.93,29.93,19208844.0
2020-05-11,29.65,30.08,29.33,29.69,29.69,13839751.0
2020-05-12,29.85,29.93,29.09,29.15,29.15,13734496.0
2020-05-13,29.24,29.68,27.58,28.13,28.13,19401663.0
2020-05-14,27.83,28.58,27.12,28.56,28.56,12364650.0
2020-05-15,28.3,29.25,28.11,29.0,29.0,15939163.0
2020-05-18,29.7,30.29,29.56,29.64,29.64,15790015.0
2020-05-19,29.7,30.35,29.33,29.88,29.88,17386159.0
2020-05-20,30.5,32.35,30.45,32.23,32.23,26955488.0
2020-05-21,32.1,32.61,31.39,32.34,32.34,22881674.0
2020-05-22,32.38,32.77,31.78,32.62,32.62,13310716.0
2020-05-26,33.6,34.27,33.36,34.01,34.01,20489328.0
2020-05-27,33.63,34.0,32.24,33.07,33.07,24550866.0
2020-05-28,31.5,32.68,31.32,31.6,31.6,37323844.0
2020-05-29,31.56,31.61,30.29,30.97,30.97,39427683.0
2020-06-01,31.06,32.1,30.84,31.89,31.89,14583619.0
2020-06-02,32.19,32.43,31.61,32.26,32.26,15318429.0
2020-06-03,32.61,35.04,32.44,34.88,34.88,28396335.0
2020-06-04,34.5,34.94,33.34,33.72,33.72,20265079.0
2020-06-05,34.47,35.97,34.47,34.87,34.87,23211535.0
2020-06-08,35.96,36.94,35.75,36.64,36.64,20211942.0
2020-06-09,35.99,36.2,35.16,35.92,35.92,17840740.0
2020-06-10,36.12,36.44,34.9,35.14,35.14,17480658.0
2020-06-11,33.13,34.45,32.72,33.03,33.03,23727861.0
2020-06-12,33.94,34.17,32.47,33.4,33.4,14709354.0
2020-06-15,32.91,34.19,32.84,34.11,34.11,19342186.0
2020-06-16,35.14,35.46,34.21,34.63,34.63,20132416.0
2020-06-17,34.49,34.82,34.1,34.34,34.34,12266135.0
2020-06-18,34.3,34.45,33.86,34.03,34.03,10543562.0
2020-06-19,34.64,34.95,33.4,33.41,33.41,19345480.0
2020-06-22,33.57,33.64,32.95,33.47,33.47,12896575.0
2020-06-23,33.75,33.8,32.73,32.91,32.91,20549344.0
2020-06-24,32.53,33.06,31.34,31.73,31.73,16586771.0
2020-06-25,31.54,31.61,30.82,31.37,31.37,17802556.0
2020-06-26,31.12,31.32,28.75,29.05,29.05,56913649.0
2020-06-29,28.51,30.04,28.23,29.49,29.49,27482817.0
2020-06-30,29.63,29.82,29.02,29.79,29.79,20647989.0
2020-07-01,30.15,31.17,30.06,30.81,30.81,20778996.0
2020-07-02,31.3,31.4,30.4,30.87,30.87,14553748.0
2020-07-06,31.55,32.81,31.16,32.34,32.34,22399973.0
2020-07-07,31.96,33.67,31.77,32.99,32.99,27940879.0
2020-07-08,33.2,36.98,32.73,35.41,35.41,109654665.0
2020-07-09,35.88,36.18,34.81,35.72,35.72,34648752.0
2020-07-10,35.46,35.76,34.86,35.4,35.4,15238716.0
2020-07-13,35.72,36.21,33.76,33.82,33.82,22480572.0
2020-07-14,33.53,34.66,33.44,34.38,34.38,18533247.0
2020-07-15,35.12,35.8,34.62,35.67,35.67,16579873.0
2020-07-16,34.13,35.58,34.0,35.28,35.28,24353300.0
2020-07-17,35.31,36.0,34.73,35.81,35.81,18571113.0
2020-07-20,35.8,37.17,35.8,37.06,37.06,16866965.0
2020-07-21,37.79,38.5,37.0,37.01,37.01,19275865.0
2020-07-22,36.97,37.42,36.25,36.94,36.94,18185154.0
2020-07-23,37.65,40.26,37.5,38.44,38.44,90266687.0
2020-07-24,38.28,38.54,37.14,37.54,37.54,23068344.0
2020-07-27,37.58,37.59,36.09,36.85,36.85,22911333.0
2020-07-28,36.45,37.32,36.41,36.61,36.61,13566849.0
2020-07-29,36.97,37.25,36.73,37.16,37.16,10675567.0
2020-07-30,36.73,37.11,36.38,36.72,36.72,9997391.0
2020-07-31,37.33,37.33,35.97,36.4,36.4,18551547.0
2020-08-03,36.41,36.89,35.9,36.39,36.39,15488023.0
2020-08-04,35.92,36.61,35.65,36.35,36.35,10596685.0
2020-08-05,36.56,37.34,36.41,36.79,36.79,10052108.0
2020-08-06,36.85,37.81,36.49,37.69,37.69,10478861.0
2020-08-07,37.42,38.03,36.73,37.14,37.14,11341053.0
2020-08-10,38.36,39.17,37.31,37.44,37.44,29298411.0
2020-08-11,37.59,39.0,36.71,37.28,37.28,20486047.0
2020-08-12,37.5,38.0,36.82,37.44,37.44,11013333.0
2020-08-13,37.43,38.27,37.37,37.82,37.82,13259407.0
2020-08-14,37.74,37.96,37.28,37.9,37.9,10377318.0
2020-08-17,37.95,38.09,37.27,37.97,37.97,10188499.0
2020-08-18,38.28,38.46,37.74,38.01,38.01,8572471.0
2020-08-19,38.09,39.52,38.06,38.89,38.89,17077241.0
2020-08-20,38.62,39.0,38.3,38.96,38.96,7745448.0
2020-08-21,38.99,39.39,38.7,39.26,39.26,9758567.0
2020-08-24,39.68,40.8,39.64,40.49,40.49,20496571.0
2020-08-25,40.44,40.7,39.32,40.55,40.55,12470520.0
2020-08-26,40.55,41.33,40.0,41.08,41.08,12532525.0
2020-08-27,40.97,41.25,40.07,40.39,40.39,13055043.0
2020-08-28,40.5,41.17,40.42,41.07,41.07,8033773.0
2020-08-31,40.99,41.07,40.57,40.58,40.58,7468349.0
2020-09-01,40.61,41.25,40.14,41.15,41.15,10478788.0
2020-09-02,41.52,44.09,41.36,43.67,43.67,26800035.0
2020-09-03,42.74,43.0,40.96,41.63,41.63,18760841.0
2020-09-04,41.2,41.49,38.43,39.87,39.87,17824985.0
2020-09-08,38.52,39.18,38.1,38.19,38.19,16117252.0
2020-09-09,38.85,39.81,38.33,39.56,39.56,10743999.0
